ticker,crsp_fundno,caldt,dnav,dret
SSO,25653,20160805,71.84,0.016844
SSO,25653,20160801,71,-0.002669
SSO,25653,20170109,78.06,-0.006997
SSO,25653,20170120,78.21,0.006823
SSO,25653,20170113,78.44,0.003839
SSO,25653,20160728,70.96,0.003252
SSO,25653,20170110,78.05,-0.000128
SSO,25653,20160721,70.63,-0.007448
SSO,25653,20160729,71.19,0.003241
SSO,25653,20170201,78.78,0.000762
SSO,25653,20160713,69.79,0.000143
SSO,25653,20160722,71.27,0.009061
SSO,25653,20170216,83.7,-0.001551
SSO,25653,20160712,69.78,0.014097
SSO,25653,20160711,68.81,0.006877
SSO,25653,20170213,82.3,0.010932
SSO,25653,20160915,69.72,0.020342
SSO,25653,20150401,128.37,-0.007576
SSO,25653,20131227,101.62,-0.000295
SSO,25653,20170308,84.92,-0.004105
SSO,25653,20170302,86.24,-0.011802
SSO,25653,20131223,100.23,0.010791
SSO,25653,20131219,98.16,-0.001323
SSO,25653,20150325,128.47,-0.029142
SSO,25653,20170309,85.07,0.001766
SSO,25653,20131216,95.7,0.012484
SSO,25653,20131212,94.55,-0.006828
SSO,25653,20131211,95.2,-0.022587
SSO,25653,20131206,97.66,0.022404
SSO,25653,20170327,83.31,-0.002156
SSO,25653,20131210,97.4,-0.006629
SSO,25653,20170403,84.54,-0.003301
SSO,25653,20170406,84.53,0.004635
SSO,25653,20131127,97.85,0.005343
SSO,25653,20131111,93.87,0.00096
SSO,25653,20131125,97.32,-0.002153
SSO,25653,20170505,87.5,0.008065
SSO,25653,20181003,128.43,0.001325
SSO,25653,20131112,93.46,-0.004368
SSO,25653,20180928,127.48,0
SSO,25653,20180911,125.36,0.007312
SSO,25653,20170525,88.82,0.009203
SSO,25653,20170504,86.8,0.001384
SSO,25653,20170517,84.6,-0.035897
SSO,25653,20180919,127.11,0.002287
SSO,25653,20170518,85.23,0.007447
SSO,25653,20180905,125.4,-0.00563
SSO,25653,20180821,123.23,0.004156
SSO,25653,20180920,129.09,0.015577
SSO,25653,20180814,121.21,0.012784
SSO,25653,20170607,90.21,0.003448
SSO,25653,20180913,126.81,0.011002
SSO,25653,20180906,124.54,-0.006858
SSO,25653,20180829,127.62,0.011412
SSO,25653,20180801,118.88,-0.00235
SSO,25653,20180827,126.12,0.015459
SSO,25653,20180724,119.57,0.009626
SSO,25653,20180820,122.72,0.004666
SSO,25653,20170706,88.49,-0.018196
SSO,25653,20170710,89.79,0.001897
SSO,25653,20170725,93.46,0.005595
SSO,25653,20180813,119.68,-0.00804
SSO,25653,20170717,92.12,-0.000217
SSO,25653,20180629,111.17,0.001712
SSO,25653,20180628,110.98,0.012222
SSO,25653,20170802,93.48,0.001071
SSO,25653,20170727,93.32,-0.001818
SSO,25653,20180620,115.29,0.003293
SSO,25653,20180611,116.69,0.002061
SSO,25653,20180607,115.74,-0.001208
SSO,25653,20180719,118.25,-0.007887
SSO,25653,20170911,94.45,0.021523
SSO,25653,20170601,89.98,0.015461
SSO,25653,20180712,117.77,0.017451
SSO,25653,20180517,111.62,-0.001431
SSO,25653,20180705,112.65,0.017248
SSO,25653,20180510,111.72,0.018971
SSO,25653,20170816,92.94,0.003238
SSO,25653,20170829,91.29,0.001976
SSO,25653,20180515,110.83,-0.013705
SSO,25653,20170906,92.74,0.006293
SSO,25653,20170901,93.57,0.003755
SSO,25653,20180501,106.19,0.004826
SSO,25653,20170905,92.16,-0.015069
SSO,25653,20180418,110.68,0.001538
SSO,25653,20180413,106.49,-0.005788
SSO,25653,20180604,113.78,0.008956
SSO,25653,20180405,107.07,0.014016
SSO,25653,20171003,97.96,0.004306
SSO,25653,20171005,99.33,0.011507
SSO,25653,20180403,103.23,0.025328
SSO,25653,20180516,111.78,0.008572
SSO,25653,20171017,99.92,0.001303
SSO,25653,20171013,99.47,0.001914
SSO,25653,20180509,109.64,0.019433
SSO,25653,20180530,111.9,0.025853
SSO,25653,20180228,111.85,-0.021777
SSO,25653,20180502,104.66,-0.014408
SSO,25653,20171101,101.42,0.002967
SSO,25653,20171025,99.72,-0.009535
SSO,25653,20180221,110.82,-0.010889
SSO,25653,20180425,105.04,0.003727
SSO,25653,20171120,101.84,0.002658
SSO,25653,20180205,106.63,-0.082358
SSO,25653,20180129,124.09,-0.013436
SSO,25653,20180109,115.54,0.003387
SSO,25653,20180402,100.68,-0.044691
SSO,25653,20180117,119.8,0.018794
SSO,25653,20171128,105.4,0.019836
SSO,25653,20171207,106.27,0.006059
SSO,25653,20171229,109.1,-0.009892
SSO,25653,20180316,114.96,0.003141
SSO,25653,20171214,107.49,-0.00812
SSO,25653,20180309,117.87,0.034673
SSO,25653,20180102,110.86,0.016132
SSO,25653,20180209,104.18,0.030465
SSO,25653,20180119,120.45,0.008709
SSO,25653,20180301,108.83,-0.027
SSO,25653,20180111,116.87,0.014056
SSO,25653,20171221,110.12,0.003737
SSO,25653,20180410,106.55,0.033262
SSO,25653,20171222,110.01,-0.000999
SSO,25653,20171227,109.78,0.001551
SSO,25653,20171228,110.19,0.003735
SSO,25653,20180108,115.15,0.003311
SSO,25653,20171116,102.12,0.016828
SSO,25653,20180110,115.25,-0.00251
SSO,25653,20180112,118.43,0.013348
SSO,25653,20180118,119.41,-0.003255
SSO,25653,20171122,103,-0.001551
SSO,25653,20180130,121.41,-0.021597
SSO,25653,20171031,101.12,0.002081
SSO,25653,20180202,116.2,-0.042597
SSO,25653,20171030,100.91,-0.006498
SSO,25653,20180213,107.65,0.005229
SSO,25653,20171219,109.86,-0.006691
SSO,25653,20171108,102.62,0.002932
SSO,25653,20171218,110.6,0.010969
SSO,25653,20180223,114.6,0.032061
SSO,25653,20171226,109.61,-0.002173
SSO,25653,20171103,102.12,0.006406
SSO,25653,20171211,108.12,0.006235
SSO,25653,20170929,96.78,0.007286
SSO,25653,20180302,109.95,0.010291
SSO,25653,20180105,114.77,0.013869
SSO,25653,20171024,100.68,0.003288
SSO,25653,20171130,107.12,0.016994
SSO,25653,20171020,101.16,0.010287
SSO,25653,20171129,105.33,-0.000664
SSO,25653,20180313,116.06,-0.012759
SSO,25653,20171121,103.16,0.012962
SSO,25653,20180320,112.04,0.003044
SSO,25653,20180305,112.38,0.022101
SSO,25653,20170928,96.08,0.002609
SSO,25653,20180201,121.37,-0.001317
SSO,25653,20180312,117.56,-0.00263
SSO,25653,20171012,99.28,-0.003313
SSO,25653,20180423,107.54,0
SSO,25653,20171110,101.77,-0.00108
SSO,25653,20171109,101.88,-0.007211
SSO,25653,20180322,105.85,-0.050417
SSO,25653,20180212,107.09,0.027932
SSO,25653,20180319,111.7,-0.028358
SSO,25653,20180529,109.08,-0.023193
SSO,25653,20171102,101.47,0.000493
SSO,25653,20170922,95.55,0.001048
SSO,25653,20171026,99.96,0.002407
SSO,25653,20180416,108.21,0.016152
SSO,25653,20180419,109.41,-0.011475
SSO,25653,20170919,95.92,0.002089
SSO,25653,20180226,117.3,0.02356
SSO,25653,20171019,100.13,0.0006
SSO,25653,20170925,95.12,-0.0045
SSO,25653,20180426,107.2,0.020564
SSO,25653,20170912,95.09,0.006776
SSO,25653,20180524,112.19,-0.004349
SSO,25653,20171010,99.27,0.004757
SSO,25653,20180504,106.88,0.025818
SSO,25653,20171009,98.8,-0.00363
SSO,25653,20170907,92.73,-0.000108
SSO,25653,20170823,91.09,-0.006977
SSO,25653,20171002,97.54,0.007853
SSO,25653,20180508,107.55,-0.000558
SSO,25653,20170825,91.04,0.003638
SSO,25653,20170822,91.73,0.020016
SSO,25653,20180406,102.36,-0.04399
SSO,25653,20180427,107.44,0.002239
SSO,25653,20170721,93.12,-0.000966
SSO,25653,20170921,95.45,-0.00604
SSO,25653,20170920,96.03,0.001147
SSO,25653,20180531,110.39,-0.013494
SSO,25653,20180417,110.51,0.021255
SSO,25653,20180605,113.94,0.001406
SSO,25653,20170913,95.22,0.001367
SSO,25653,20180430,105.68,-0.016381
SSO,25653,20170809,93.27,-0.000536
SSO,25653,20170808,93.32,-0.004693
SSO,25653,20170720,93.21,-0.000107
SSO,25653,20170831,93.22,0.011502
SSO,25653,20170728,93.08,-0.002572
SSO,25653,20180615,116.54,-0.00197
SSO,25653,20170824,90.71,-0.004172
SSO,25653,20180625,111.09,-0.027488
SSO,25653,20180627,109.64,-0.017299
SSO,25653,20180522,111.97,-0.006213
SSO,25653,20180912,125.43,0.000558
SSO,25653,20170811,90.87,0.002648
SSO,25653,20170810,90.63,-0.028305
SSO,25653,20170711,89.64,-0.001671
SSO,25653,20180706,114.56,0.016955
SSO,25653,20180608,116.45,0.006134
SSO,25653,20170713,91.29,0.003628
SSO,25653,20170801,93.38,0.004734
SSO,25653,20170731,92.94,-0.001504
SSO,25653,20180619,115.1,-0.008015
SSO,25653,20180723,118.43,0.003559
SSO,25653,20180720,118.01,-0.00203
SSO,25653,20170724,92.94,-0.001933
SSO,25653,20170703,89.83,0.004473
SSO,25653,20180806,122.04,0.00718
SSO,25653,20180702,111.81,0.005757
SSO,25653,20170621,90.35,-0.001084
SSO,25653,20180713,118.01,0.002038
SSO,25653,20180802,120.05,0.009842
SSO,25653,20170712,90.96,0.014726
SSO,25653,20170515,87.85,0.009886
SSO,25653,20180731,119.16,0.009745
SSO,25653,20170705,90.13,0.00334
SSO,25653,20180910,124.45,0.003629
SSO,25653,20180823,122.7,-0.003411
SSO,25653,20180725,121.72,0.017981
SSO,25653,20131024,91.73,0.006694
SSO,25653,20180321,111.47,-0.00366
SSO,25653,20170608,90.26,0.000554
SSO,25653,20170623,90.53,0.00288
SSO,25653,20170622,90.27,-0.000885
SSO,25653,20180803,121.17,0.009329
SSO,25653,20180824,124.2,0.012225
SSO,25653,20160505,63.3,-0.000158
SSO,25653,20170615,90.22,-0.004194
SSO,25653,20170531,88.61,-0.000789
SSO,25653,20131105,92.84,-0.005783
SSO,25653,20180816,121.33,0.016164
SSO,25653,20170524,88.01,0.004795
SSO,25653,20131101,92.71,0.005422
SSO,25653,20180828,126.18,0.000476
SSO,25653,20170606,89.9,-0.005751
SSO,25653,20181002,128.26,-0.000935
SSO,25653,20170605,90.42,-0.002317
SSO,25653,20131031,92.21,-0.00732
SSO,25653,20170530,88.68,-0.002138
SSO,25653,20170510,87.59,0.002977
SSO,25653,20180904,126.11,-0.003319
SSO,25653,20170613,90.79,0.009563
SSO,25653,20131118,96.08,-0.007233
SSO,25653,20170519,86.38,0.013493
SSO,25653,20131115,96.78,0.00844
SSO,25653,20170411,84.26,-0.002722
SSO,25653,20170512,86.99,-0.003094
SSO,25653,20131119,95.68,-0.004163
SSO,25653,20180926,126.78,-0.006497
SSO,25653,20180924,128.05,-0.007056
SSO,25653,20170503,86.68,-0.002302
SSO,25653,20131122,97.53,0.009941
SSO,25653,20170502,86.88,0.002076
SSO,25653,20181005,124.93,-0.011239
SSO,25653,20170419,83.11,-0.003477
SSO,25653,20170421,83.86,-0.00628
SSO,25653,20170410,84.49,0.001304
SSO,25653,20170330,85.21,0.005902
SSO,25653,20170413,82.47,-0.013635
SSO,25653,20170412,83.61,-0.007714
SSO,25653,20131205,95.52,-0.008306
SSO,25653,20131202,97.18,-0.005322
SSO,25653,20131218,98.29,0.03387
SSO,25653,20170405,84.14,-0.006025
SSO,25653,20170323,83.63,-0.002148
SSO,25653,20170314,85.14,-0.006882
SSO,25653,20170320,85.71,-0.00372
SSO,25653,20170324,83.49,-0.001674
SSO,25653,20160817,71.94,0.004047
SSO,25653,20150225,135.36,-0.001328
SSO,25653,20131220,99.16,0.010187
SSO,25653,20170313,85.73,0.001168
SSO,25653,20131217,95.07,-0.006583
SSO,25653,20170310,85.63,0.006583
SSO,25653,20131226,101.65,0.009534
SSO,25653,20170306,85.77,-0.006487
SSO,25653,20170303,86.33,0.001044
SSO,25653,20160620,65.58,0.011881
SSO,25653,20160819,72.06,-0.002768
SSO,25653,20170301,87.27,0.027673
SSO,25653,20131224,100.69,0.005524
SSO,25653,20120412,56.69,0.027551
SSO,25653,20120404,57.62,-0.020401
SSO,25653,20120425,56.91,0.027442
SSO,25653,20120517,50.21,-0.029946
SSO,25653,20120618,53.33,0.003009
SSO,25653,20120621,51.74,-0.043264
SSO,25653,20120626,51.29,0.009447
SSO,25653,20120712,52.49,-0.009996
SSO,25653,20120330,58.39,0.007419
SSO,25653,20120508,54.73,-0.008335
SSO,25653,20120417,56.92,0.030786
SSO,25653,20120730,56.48,-0.001061
SSO,25653,20120810,58.26,0.004483
SSO,25653,20120427,57.95,0.004681
SSO,25653,20120514,52.78,-0.022049
SSO,25653,20120515,52.19,-0.011178
SSO,25653,20120824,58.78,0.013099
SSO,25653,20120521,51.05,0.031939
SSO,25653,20120518,49.47,-0.014738
SSO,25653,20120910,60.33,-0.012279
SSO,25653,20120912,60.99,0.004612
SSO,25653,20120914,63.49,0.007778
SSO,25653,20120607,50.99,-0.000196
SSO,25653,20120919,63.08,0.002224
SSO,25653,20120608,51.82,0.016278
SSO,25653,20120613,51,-0.013349
SSO,25653,20120622,52.48,0.014302
SSO,25653,20120716,53.96,-0.004795
SSO,25653,20120620,54.14,-0.00423
SSO,25653,20120709,53.89,-0.003329
SSO,25653,20120525,51.21,-0.004278
SSO,25653,20120815,58.3,0.002924
SSO,25653,20120828,58.63,-0.001533
SSO,25653,20120918,62.94,-0.002536
SSO,25653,20120924,62.73,-0.004602
SSO,25653,20120830,57.85,-0.015319
SSO,25653,20120925,61.31,-0.020756
SSO,25653,20121001,61.57,0.005224
SSO,25653,20121015,61.27,0.016086
SSO,25653,20121025,58.95,0.005973
SSO,25653,20120921,63.02,-0.000159
SSO,25653,20111208,44.77,-0.042353
SSO,25653,20110822,37.75,0.00053
SSO,25653,20110921,40.44,-0.058927
SSO,25653,20120202,51.64,0.002329
SSO,25653,20111216,43.69,0.006218
SSO,25653,20120312,55.44,0.000361
SSO,25653,20120308,55.02,0.019833
SSO,25653,20120216,54.31,0.022402
SSO,25653,20110906,40.5,-0.014838
SSO,25653,20111206,46.53,0.002154
SSO,25653,20120328,58.15,-0.00937
SSO,25653,20111007,39.55,-0.015924
SSO,25653,20111121,41.89,-0.037233
SSO,25653,20120306,53.19,-0.030618
SSO,25653,20111028,48.72,0.000822
SSO,25653,20110909,39.69,-0.053422
SSO,25653,20120314,57.35,-0.002435
SSO,25653,20120322,57.08,-0.014333
SSO,25653,20110916,44.07,0.011476
SSO,25653,20111117,43.55,-0.033511
SSO,25653,20111013,42.88,-0.005566
SSO,25653,20120323,57.44,0.006307
SSO,25653,20120326,59.03,0.027681
SSO,25653,20111024,46.47,0.025601
SSO,25653,20110929,39.94,0.016285
SSO,25653,20111209,46.28,0.033728
SSO,25653,20110308,53.09,0.01822
SSO,25653,20120320,58.27,-0.005971
SSO,25653,20110628,51.03,0.026348
SSO,25653,20110616,48.82,0.003701
SSO,25653,20110615,48.64,-0.034921
SSO,25653,20110614,50.4,0.025432
SSO,25653,20110608,49.74,-0.007978
SSO,25653,20110601,52.48,-0.045471
SSO,25653,20110204,52.11,0.00579
SSO,25653,20110208,53.23,0.008908
SSO,25653,20110510,55.84,0.016197
SSO,25653,20110523,52.69,-0.024079
SSO,25653,20110527,53.84,0.008429
SSO,25653,20110222,52.55,-0.041058
SSO,25653,20110517,53.63,-0.000186
SSO,25653,20110502,56.16,-0.003549
SSO,25653,20110411,53.19,-0.005609
SSO,25653,20110318,49.7,0.008523
SSO,25653,20110321,51.18,0.029779
SSO,25653,20110323,51,0.00581
SSO,25653,20110419,52.23,0.011425
SSO,25653,20110404,53.83,0.00093
SSO,25653,20110329,52.74,0.014426
SSO,25653,20110421,54.21,0.010626
SSO,25653,20110330,53.45,0.013462
SSO,25653,20110316,47.99,-0.039047
SSO,25653,20110405,53.81,-0.000372
SSO,25653,20110420,53.64,0.026996
SSO,25653,20110310,50.96,-0.037764
SSO,25653,20110413,52.39,0.000573
SSO,25653,20110304,53.03,-0.014679
SSO,25653,20110302,52.03,0.003472
SSO,25653,20110509,54.95,0.008997
SSO,25653,20110503,55.78,-0.006766
SSO,25653,20110228,53.54,0.011143
SSO,25653,20110218,54.8,0.003847
SSO,25653,20110217,54.59,0.006267
SSO,25653,20110210,53.03,0.001511
SSO,25653,20110215,53.57,-0.006122
SSO,25653,20110524,52.61,-0.001518
SSO,25653,20110216,54.25,0.012694
SSO,25653,20110518,54.59,0.0179
SSO,25653,20110214,53.9,0.005034
SSO,25653,20110202,51.56,-0.005017
SSO,25653,20110207,52.76,0.012474
SSO,25653,20110203,51.81,0.004849
SSO,25653,20110131,50.15,0.015182
SSO,25653,20110603,51.34,-0.019481
SSO,25653,20110201,51.82,0.0333
SSO,25653,20110623,50.01,-0.005568
SSO,25653,20110622,50.29,-0.012901
SSO,25653,20110609,50.47,0.014676
SSO,25653,20111230,46.43,-0.008542
SSO,25653,20110309,52.96,-0.002449
SSO,25653,20110121,49.96,0.004827
SSO,25653,20110127,51.23,0.00451
SSO,25653,20110125,50.57,0.000594
SSO,25653,20110120,49.72,-0.002608
SSO,25653,20110124,50.54,0.011609
SSO,25653,20110118,50.87,0.00276
SSO,25653,20100730,36.77,0
SSO,25653,20100806,38.13,-0.00729
SSO,25653,20100727,37.59,-0.001859
SSO,25653,20100819,35.09,-0.033866
SSO,25653,20100803,38.02,-0.009638
SSO,25653,20100910,37.32,0.00974
SSO,25653,20100913,38.17,0.022776
SSO,25653,20100920,39.6,0.030445
SSO,25653,20100816,35.32,0
SSO,25653,20100817,36.2,0.024915
SSO,25653,20101007,40.56,-0.00344
SSO,25653,20100824,33.54,-0.029233
SSO,25653,20101018,42.44,0.01434
SSO,25653,20101019,41.09,-0.03181
SSO,25653,20101020,41.96,0.021173
SSO,25653,20100903,36.97,0.026374
SSO,25653,20110111,49.27,0.00736
SSO,25653,20101111,44.58,-0.008452
SSO,25653,20100923,38.26,-0.016705
SSO,25653,20100930,39.37,-0.00631
SSO,25653,20101005,40.71,0.041709
SSO,25653,20101006,40.7,-0.000246
SSO,25653,20101013,41.97,0.014258
SSO,25653,20101021,42.12,0.003813
SSO,25653,20100917,38.43,0.001564
SSO,25653,20100921,39.28,-0.005091
SSO,25653,20101103,43.4,0.007662
SSO,25653,20101102,43.07,0.015562
SSO,25653,20110103,49.03,0.022523
SSO,25653,20101108,45.26,-0.003961
SSO,25653,20101221,47.71,0.012306
SSO,25653,20101025,42.49,0.004017
SSO,25653,20101209,46.07,0.007876
SSO,25653,20101208,45.71,0.007938
SSO,25653,20101207,45.35,0.000883
SSO,25653,20101203,45.43,0.005311
SSO,25653,20101202,45.19,0.025647
SSO,25653,20101027,42.27,-0.005178
SSO,25653,20101130,42.22,-0.012167
SSO,25653,20101126,42.84,-0.014493
SSO,25653,20101123,42.21,-0.028539
SSO,25653,20101119,43.58,0.005074
SSO,25653,20110104,48.91,-0.002447
SSO,25653,20110107,49.05,-0.003656
SSO,25653,20101117,42.07,0.000714
SSO,25653,20110112,50.17,0.018267
SSO,25653,20101223,47.88,-0.003117
SSO,25653,20091029,34.92,0.045196
SSO,25653,20091030,32.96,-0.056128
SSO,25653,20091019,37.07,0.018686
SSO,25653,20091109,36.7,0.044989
SSO,25653,20091021,35.96,-0.017486
SSO,25653,20090825,32.59,0.004624
SSO,25653,20090929,34.61,-0.004602
SSO,25653,20090828,32.68,-0.003355
SSO,25653,20090430,23.68,-0.001686
SSO,25653,20090925,33.57,-0.012066
SSO,25653,20090924,33.98,-0.018715
SSO,25653,20090902,30.53,-0.006185
SSO,25653,20090529,26.21,0.027843
SSO,25653,20090916,35.24,0.030711
SSO,25653,20091016,36.39,-0.015955
SSO,25653,20090505,25.36,-0.007436
SSO,25653,20090904,31.87,0.026409
SSO,25653,20090909,32.95,0.015721
SSO,25653,20090323,21.34,0.142398
SSO,25653,20090611,27.7,0.012797
SSO,25653,20090914,33.98,0.012515
SSO,25653,20090604,27.53,0.02304
SSO,25653,20090326,21.72,0.046243
SSO,25653,20090318,19.98,0.04171
SSO,25653,20090612,27.78,0.002888
SSO,25653,20090428,22.73,-0.005687
SSO,25653,20090327,20.85,-0.040055
SSO,25653,20090617,25.71,-0.002715
SSO,25653,20090623,24.82,0.004858
SSO,25653,20090626,26.06,-0.002679
SSO,25653,20091007,34.42,0.006433
SSO,25653,20090402,21.75,0.057879
SSO,25653,20090812,31.2,0.023622
SSO,25653,20090403,22.17,0.01931
SSO,25653,20090406,21.8,-0.016689
SSO,25653,20090806,30.64,-0.010975
SSO,25653,20090421,22.47,0.042208
SSO,25653,20090407,20.78,-0.046789
SSO,25653,20090717,27.25,-0.000733
SSO,25653,20090408,21.27,0.02358
SSO,25653,20090730,29.99,0.023899
SSO,25653,20090727,29.71,0.005755
SSO,25653,20090413,23.01,0.004803
SSO,25653,20090409,22.9,0.076634
SSO,25653,20090722,28.05,-0.001068
SSO,25653,20090728,29.56,-0.005049
SSO,25653,20090401,20.56,0.033685
SSO,25653,20090729,29.29,-0.009134
SSO,25653,20090803,30.96,0.030969
SSO,25653,20090420,21.56,-0.085666
SSO,25653,20090417,23.58,0.010283
SSO,25653,20090422,22.14,-0.014686
SSO,25653,20090811,30.48,-0.024952
SSO,25653,20090706,24.91,0.004841
SSO,25653,20090106,28.35,0.015401
SSO,25653,20090309,14.57,-0.020175
SSO,25653,20090303,15.47,-0.012763
SSO,25653,20090206,24.25,0.054806
SSO,25653,20090304,16.21,0.047835
SSO,25653,20090212,22.38,0.003587
SSO,25653,20090224,19.12,0.080226
SSO,25653,20090220,19.02,-0.02261
SSO,25653,20090223,17.7,-0.069401
SSO,25653,20090126,22.54,0.011216
SSO,25653,20090211,22.3,0.016872
SSO,25653,20090112,24.54,-0.045508
SSO,25653,20090123,22.29,0.010426
SSO,25653,20090204,22.26,-0.013735
SSO,25653,20100610,35.98,0.05917
SSO,25653,20100706,32.09,0.010709
SSO,25653,20100604,34.57,-0.068947
SSO,25653,20100726,37.66,0.022258
SSO,25653,20100526,34.85,-0.011348
SSO,25653,20100611,36.32,0.00945
SSO,25653,20100607,33.64,-0.026902
SSO,25653,20100524,35.22,-0.025726
SSO,25653,20100602,36.83,0.051985
SSO,25653,20100608,34.38,0.021998
SSO,25653,20100504,42.23,-0.047802
SSO,25653,20100430,43.22,-0.033326
SSO,25653,20091119,36.85,-0.026677
SSO,25653,20091125,37.93,0.009313
SSO,25653,20100428,43.58,0.013488
SSO,25653,20091203,37.21,-0.016909
SSO,25653,20091120,36.62,-0.006242
SSO,25653,20091127,36.64,-0.03401
SSO,25653,20100408,43.26,0.006749
SSO,25653,20100401,42.62,0.014762
SSO,25653,20091214,38.2,0.0138
SSO,25653,20091218,37.4,0.011631
SSO,25653,20091222,38.46,0.007334
SSO,25653,20091124,37.58,-0.001063
SSO,25653,20091224,39.04,0.010352
SSO,25653,20091228,39.14,0.002561
SSO,25653,20091202,37.85,0.001058
SSO,25653,20100104,39.5,0.03214
SSO,25653,20100105,39.75,0.006329
SSO,25653,20100324,41.87,-0.010939
SSO,25653,20100323,42.5,0.014804
SSO,25653,20100329,42.27,0.011728
SSO,25653,20100303,38.55,0.001299
SSO,25653,20100226,37.56,0.00267
SSO,25653,20100219,37.87,0.004776
SSO,25653,20100216,36.88,0.036246
SSO,25653,20100211,35.77,0.019669
SSO,25653,20100209,35.22,0.025925
SSO,25653,20100208,34.33,0.966208
SSO,25653,20100205,34.92,0.00576
SSO,25653,20100212,35.59,-0.005032
SSO,25653,20100217,37.2,0.008677
SSO,25653,20100204,34.72,-0.062382
SSO,25653,20100203,37.03,-0.010422
SSO,25653,20100222,37.79,-0.002112
SSO,25653,20100224,37.6,0.019799
SSO,25653,20100127,37.04,0.009539
SSO,25653,20100126,36.69,-0.008378
SSO,25653,20100308,39.92,-0.00025
SSO,25653,20100309,40.06,0.003507
SSO,25653,20100121,38.36,-0.038114
SSO,25653,20100311,40.78,0.008657
SSO,25653,20100315,40.8,0.000981
SSO,25653,20100310,40.43,0.009236
SSO,25653,20100317,41.92,0.011583
SSO,25653,20100114,40.62,0.004948
SSO,25653,20100319,41.46,-0.010265
SSO,25653,20100112,39.75,-0.018761
SSO,25653,20100113,40.42,0.016855
SSO,25653,20100326,41.78,0.001438
SSO,25653,20100108,40.38,0.005729
SSO,25653,20100325,41.72,-0.003583
VWO,31350,20181231,38.18,0.003944
VWO,31350,20181227,37.92,-0.003417
VWO,31350,20181224,37.24,-0.003479
VWO,31350,20181228,38.03,0.002901
VWO,31350,20181220,38.05,0.001052
VWO,31350,20181219,38.01,-0.006015
VWO,31350,20181217,38.16,-0.010886
VWO,31350,20181214,38.58,-0.013299
VWO,31350,20181213,39.1,0.004883
VWO,31350,20181210,38.32,-0.009307
VWO,31350,20181206,39.19,-0.012846
VWO,31350,20181203,40.25,0.016158
VWO,31350,20181127,38.96,0.004124
VWO,31350,20181128,39.72,0.019507
VWO,31350,20180730,43.54,-0.001376
VWO,31350,20150402,41.75,0.012612
VWO,31350,20150406,42.27,0.012455
VWO,31350,20150407,42.22,-0.001183
VWO,31350,20150327,40.03,-0.00274
VWO,31350,20150330,40.68,0.016238
VWO,31350,20150326,40.14,-0.006927
VWO,31350,20150324,40.93,0.001468
VWO,31350,20150323,40.87,0.004424
VWO,31350,20150319,40.3,-0.005184
VWO,31350,20150318,40.51,0.016817
VWO,31350,20150316,39.59,0.006611
VWO,31350,20150312,39.84,0.009374
VWO,31350,20150309,40.18,-0.006675
VWO,31350,20150306,40.45,-0.009792
VWO,31350,20150227,41.68,-0.00048
VWO,31350,20150302,41.59,-0.002159
VWO,31350,20150225,41.73,-0.001197
VWO,31350,20150224,41.78,0.008935
VWO,31350,20150223,41.41,-0.004807
VWO,31350,20150218,41.6,0.001444
VWO,31350,20150213,41.59,0.010693
VWO,31350,20150211,40.45,-0.005654
VWO,31350,20150206,40.95,-0.011108
VWO,31350,20150205,41.41,0.007788
VWO,31350,20150220,41.61,0.002892
VWO,31350,20150202,40.66,0.010186
VWO,31350,20150130,40.25,-0.01901
VWO,31350,20150128,41.13,-0.007001
VWO,31350,20150126,41.65,0.00024
VWO,31350,20150123,41.64,-0.00024
VWO,31350,20150120,40.28,-0.004203
VWO,31350,20150116,40.45,0.008728
VWO,31350,20150113,40.03,0.004769
VWO,31350,20150109,40.17,-0.006185
VWO,31350,20150108,40.42,0.018649
VWO,31350,20150107,39.68,0.017436
VWO,31350,20141222,39.93,0.011705
VWO,31350,20141231,39.98,0.000751
VWO,31350,20150102,39.84,-0.003502
VWO,31350,20141223,39.75,-0.004508
VWO,31350,20141224,39.72,-0.000755
VWO,31350,20141218,39.5,0.022786
VWO,31350,20141215,38.36,-0.019177
VWO,31350,20141212,39.11,-0.013619
VWO,31350,20141210,39.97,-0.011378
VWO,31350,20141208,40.87,-0.01304
VWO,31350,20141203,41.51,0.002415
VWO,31350,20141202,41.41,-0.000483
VWO,31350,20141201,41.43,-0.019408
VWO,31350,20141124,42.64,0.002351
VWO,31350,20141125,42.51,-0.003049
VWO,31350,20141120,41.79,0.002158
VWO,31350,20141119,41.7,0.00096
VWO,31350,20141118,41.66,0.004097
VWO,31350,20141113,41.7,-0.002631
VWO,31350,20141111,41.79,-0.001195
VWO,31350,20141110,41.84,0.006011
VWO,31350,20141107,41.59,0
VWO,31350,20141104,42.37,-0.001179
VWO,31350,20141103,42.42,-0.005626
VWO,31350,20141031,42.66,0.009704
VWO,31350,20141029,41.83,0.001676
VWO,31350,20141028,41.76,0.021526
VWO,31350,20141022,41.1,-0.004843
VWO,31350,20141013,41.42,0.006561
VWO,31350,20141016,40.67,-0.008532
VWO,31350,20141015,41.02,-0.012993
VWO,31350,20141010,41.15,-0.020005
VWO,31350,20141008,42.28,0.004753
VWO,31350,20141007,42.08,-0.003788
VWO,31350,20141006,42.24,0.012707
VWO,31350,20141001,41.22,-0.011274
VWO,31350,20140930,41.69,-0.003109
